CASE_ID,COUNT_BICYCLIST_INJURED,COUNT_BICYCLIST_KILLED,NUMBER_INJURED,NUMBER_KILLED,TYPE_OF_COLLISION,PCF_VIOL_CATEGORY,STWD_VEHTYPE_AT_FAULT,INTERSECTION,LIGHTING,COUNTY
6628140,1,0,1,0,broadside,unknown,Passenger Car/Station Wagon,no,dark street lights,LOS ANGELES
8146675,1,0,1,0,broadside,wrong side of road,Not Stated,yes,daylight,SAN DIEGO
8976467,1,0,1,0,vehicle/pedestrian,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
9322380,1,0,1,0,rear end,unsafe lane change,Bicycle,not stated,dusk-dawn,LOS ANGELES
9452691,1,0,1,0,rear end,unknown,Not Stated,no,daylight,LOS ANGELES
6456505,1,0,1,0,broadside,other hazardous violation,Passenger Car/Station Wagon,no,dark street lights,LOS ANGELES
9509950,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,yes,daylight,SAN FRANCISCO
9027317,1,0,1,0,broadside,traffic signs,Passenger Car/Station Wagon,yes,daylight,SACRAMENTO
9120514,1,0,1,0,rear end,improper passing,Passenger Car/Station Wagon,no,dark street lights,LOS ANGELES
8114551,1,0,1,0,sideswipe,unknown,Not Stated,no,daylight,STANISLAUS
8397290,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
8843592,0,0,1,0,sideswipe,unsafe lane change,Not Stated,yes,daylight,LOS ANGELES
90416647,1,0,1,0,hit object,unsafe speed,Bicycle,no,daylight,CONTRA COSTA
8577017,1,0,1,0,head-on,automobile right of way,Passenger Car/Station Wagon,yes,daylight,ALAMEDA
9434399,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,yes,daylight,SAN DIEGO
9396432,1,0,1,0,rear end,unsafe starting or backing,Passenger Car/Station Wagon,yes,daylight,SACRAMENTO
81547448,1,0,1,0,other,traffic signs,Other Vehicle,yes,daylight,ORANGE
8783431,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,YOLO
8395232,1,0,1,0,sideswipe,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
90874337,1,0,1,0,broadside,automobile right of way,Bicycle,yes,dark no street lights,SACRAMENTO
9007635,1,0,1,0,vehicle/pedestrian,traffic signs,Bicycle,yes,daylight,SANTA CLARA
90642291,1,0,1,0,other,improper turning,Bicycle,no,daylight,VENTURA
9583655,1,0,1,0,vehicle/pedestrian,other improper driving,Not Stated,not stated,daylight,SAN DIEGO
82115552,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,LOS ANGELES
7176834,1,0,1,0,broadside,wrong side of road,Bicycle,yes,dusk-dawn,SAN JOAQUIN
91148872,1,0,1,0,other,automobile right of way,Bicycle,yes,daylight,KERN
8960614,1,0,1,0,sideswipe,other than driver or pedestrian,Not Stated,no,daylight,ORANGE
7115475,1,0,1,0,broadside,traffic signs,Bicycle,yes,dusk-dawn,CONTRA COSTA
91422181,1,0,1,0,other,automobile right of way,Pickup or Panel Truck,no,daylight,SAN MATEO
8680210,1,0,1,0,broadside,automobile right of way,Not Stated,yes,daylight,LOS ANGELES
6922434,1,0,1,0,sideswipe,unsafe lane change,Passenger Car/Station Wagon,no,daylight,EL DORADO
9525261,1,0,1,0,rear end,other hazardous violation,Truck or Truck Tractor,no,daylight,VENTURA
9036767,1,0,1,0,head-on,wrong side of road,Bicycle,no,daylight,MERCED
9310292,1,0,1,0,vehicle/pedestrian,traffic signs,Not Stated,yes,daylight,LOS ANGELES
8360149,1,0,1,0,other,unknown,Not Stated,no,daylight,SAN FRANCISCO
9630968,1,0,1,0,other,other hazardous violation,Bicycle,no,daylight,SAN MATEO
9370356,1,0,2,0,broadside,unknown,Not Stated,yes,dark street lights,STANISLAUS
8724777,1,0,1,0,sideswipe,unknown,Bicycle,yes,daylight,LOS ANGELES
8441177,1,0,1,0,other,improper turning,Bicycle,no,daylight,KERN
8482542,1,0,1,0,broadside,unknown,Not Stated,no,daylight,SANTA CLARA
90038581,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
8658808,1,0,1,0,other,unknown,Not Stated,no,daylight,LOS ANGELES
82286689,1,0,1,0,other,improper turning,Bicycle,no,daylight,LOS ANGELES
6708578,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,ALAMEDA
9608505,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,yes,daylight,MERCED
8945518,1,0,1,0,broadside,pedestrian right of way,Not Stated,no,daylight,VENTURA
6789666,0,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,daylight,SAN MATEO
6537031,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,SAN DIEGO
91717378,1,0,1,0,broadside,improper turning,Bicycle,no,daylight,SACRAMENTO
8657612,1,0,1,0,broadside,unknown,Bicycle,yes,daylight,LOS ANGELES
8001531,1,0,1,0,broadside,wrong side of road,Bicycle,no,dark street lights,LOS ANGELES
91538554,1,0,1,0,broadside,unsafe starting or backing,Passenger Car/Station Wagon,no,daylight,CONTRA COSTA
7101242,1,0,1,0,sideswipe,other hazardous violation,Bicycle,yes,daylight,SAN FRANCISCO
6470989,1,0,1,0,broadside,automobile right of way,Not Stated,yes,daylight,SAN LUIS OBISPO
6781091,1,0,1,0,other,unsafe speed,Not Stated,no,dark street lights,LOS ANGELES
8857823,1,0,1,0,unknown,improper turning,Passenger Car/Station Wagon,yes,daylight,SAN FRANCISCO
6707122,1,0,1,0,rear end,automobile right of way,Passenger Car/Station Wagon,no,daylight,SAN LUIS OBISPO
8548712,1,0,1,0,broadside,traffic signs,Passenger Car/Station Wagon,no,daylight,ALAMEDA
8374572,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
8482535,1,0,1,0,sideswipe,wrong side of road,Bicycle,no,daylight,CONTRA COSTA
6513842,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,LOS ANGELES
81866144,1,0,1,0,sideswipe,other than driver or pedestrian,Not Stated,no,daylight,ORANGE
6813443,1,0,2,0,vehicle/pedestrian,other improper driving,Pedestrian,no,daylight,NAPA
8031943,1,0,1,0,unknown,improper turning,Bicycle,no,daylight,SAN DIEGO
6460236,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,LOS ANGELES
92188750,1,0,1,0,overturned,other than driver or pedestrian,Not Stated,no,daylight,STANISLAUS
8390465,1,0,1,0,broadside,unsafe speed,Bicycle,yes,daylight,SAN DIEGO
8970150,1,0,1,0,hit object,other hazardous violation,Bicycle,no,daylight,SANTA CLARA
8205598,1,0,1,0,broadside,DUI,Bicycle,yes,dark street lights,SAN FRANCISCO
8016528,1,0,1,0,head-on,unsafe speed,Bicycle,no,daylight,LOS ANGELES
8166110,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,dark no street lights,SAN FRANCISCO
7030666,1,0,1,0,unknown,other hazardous violation,Not Stated,no,daylight,SANTA CLARA
8181769,1,0,1,0,broadside,wrong side of road,Bicycle,yes,dark street lights,ORANGE
8166627,0,1,0,1,sideswipe,DUI,Not Stated,yes,dark street lights,SANTA CLARA
9541953,1,0,1,0,head-on,unsafe speed,Bicycle,yes,dusk-dawn,LOS ANGELES
8020472,1,0,1,0,other,other hazardous violation,Passenger Car/Station Wagon,no,daylight,SAN FRANCISCO
9523844,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,dusk-dawn,LOS ANGELES
6646847,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,SAN DIEGO
6413720,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,LOS ANGELES
8729269,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,SANTA BARBARA
8111793,1,0,1,0,head-on,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
7158467,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,daylight,ORANGE
8185940,1,0,1,0,vehicle/pedestrian,automobile right of way,Passenger Car/Station Wagon,no,dark street lights,RIVERSIDE
8558905,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,LOS ANGELES
6675050,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
92242192,1,0,1,0,broadside,wrong side of road,Bicycle,yes,dark street lights,SACRAMENTO
8826588,1,0,1,0,broadside,unknown,Not Stated,yes,dark street lights,NAPA
7099759,1,0,1,0,vehicle/pedestrian,wrong side of road,Bicycle,yes,daylight,SAN BERNARDINO
8937735,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,ORANGE
8132371,1,0,1,0,hit object,unsafe speed,Bicycle,not stated,daylight,SAN DIEGO
8078028,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,ORANGE
7197006,1,0,1,0,broadside,traffic signs,Bicycle,yes,dark street lights,LOS ANGELES
82255565,1,0,1,0,broadside,other improper driving,Bicycle,no,daylight,SAN DIEGO
90374621,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SACRAMENTO
8588128,1,0,1,0,other,improper turning,Bicycle,no,daylight,SACRAMENTO
9130928,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,ORANGE
8462259,1,0,1,0,rear end,unsafe starting or backing,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
9195136,1,0,1,0,vehicle/pedestrian,improper turning,Passenger Car/Station Wagon,yes,daylight,ALAMEDA
7052265,1,0,1,0,sideswipe,unsafe lane change,Passenger Car/Station Wagon,yes,daylight,SAN FRANCISCO
8635383,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,LOS ANGELES
6612452,1,0,1,0,rear end,other than driver or pedestrian,Not Stated,no,daylight,ORANGE
9610049,1,0,1,0,broadside,pedestrian right of way,Passenger Car/Station Wagon,yes,daylight,SAN BERNARDINO
9463880,1,0,3,0,other,traffic signs,Bicycle,no,daylight,KERN
6404799,1,0,1,0,broadside,improper turning,Pickup or Panel Truck,no,dark street lights,SAN DIEGO
8111148,1,0,1,0,vehicle/pedestrian,improper turning,Not Stated,yes,daylight,LOS ANGELES
7080309,1,0,1,0,broadside,traffic signs,Passenger Car/Station Wagon,yes,dark street lights,LOS ANGELES
6831826,1,0,1,0,rear end,unsafe speed,Bicycle,no,daylight,ORANGE
6657730,1,0,1,0,sideswipe,unsafe speed,Passenger Car/Station Wagon,no,daylight,SANTA CLARA
6848578,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
8799635,1,0,1,0,head-on,wrong side of road,Bicycle,yes,daylight,SANTA CLARA
8794056,1,0,1,0,sideswipe,improper turning,Bicycle,yes,daylight,BUTTE
6679403,1,0,1,0,broadside,wrong side of road,Bicycle,yes,dark street lights,ORANGE
8581496,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,no,daylight,ORANGE
91327303,1,0,1,0,overturned,unsafe speed,Bicycle,no,daylight,SANTA BARBARA
9152757,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,LOS ANGELES
8767665,1,0,1,0,broadside,unknown,Bicycle,no,daylight,SAN LUIS OBISPO
8678001,1,0,1,0,other,wrong side of road,Bicycle,no,dusk-dawn,KERN
9057867,1,0,1,0,broadside,other hazardous violation,Pickup or Panel Truck,no,daylight,ORANGE
9445316,1,0,1,0,hit object,unsafe speed,Bicycle,yes,daylight,ALAMEDA
9090221,1,0,1,0,rear end,automobile right of way,Not Stated,yes,dark street lights,LOS ANGELES
8576051,1,0,1,0,hit object,improper turning,Bicycle,no,daylight,SAN DIEGO
6407108,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,ORANGE
8195193,1,0,1,0,broadside,unsafe speed,Bicycle,no,daylight,LOS ANGELES
8340411,1,0,1,0,vehicle/pedestrian,traffic signs,Bicycle,yes,dark street lights,SANTA CLARA
7119582,1,0,1,0,other,wrong side of road,Bicycle,no,dark street lights,LOS ANGELES
8808937,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,yes,dark no street lights,ORANGE
9661604,1,0,1,0,sideswipe,unsafe speed,Not Stated,no,dark street lights,LOS ANGELES
8137336,1,0,1,0,broadside,other hazardous violation,Not Stated,no,daylight,LOS ANGELES
6727973,1,0,1,0,other,other than driver or pedestrian,Not Stated,no,daylight,SAN DIEGO
8485383,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,STANISLAUS
9299373,1,0,1,0,other,automobile right of way,Bicycle,yes,daylight,SANTA CRUZ
6748394,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,dark street lights,LOS ANGELES
9503048,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,yes,dark street lights,SAN FRANCISCO
9443364,1,0,1,0,unknown,wrong side of road,Bicycle,yes,daylight,VENTURA
6518481,1,0,1,0,vehicle/pedestrian,unsafe speed,Bicycle,no,daylight,CONTRA COSTA
6714946,1,0,1,0,sideswipe,automobile right of way,Passenger Car/Station Wagon,yes,dark street lights,ORANGE
8803844,1,0,2,0,sideswipe,pedestrian violation,Pedestrian,no,daylight,SAN FRANCISCO
8877930,1,0,1,0,sideswipe,unsafe speed,Passenger Car/Station Wagon,no,daylight,SACRAMENTO
6923618,1,0,1,0,other,improper turning,Passenger Car/Station Wagon,yes,daylight,SANTA BARBARA
8316092,1,0,1,0,vehicle/pedestrian,improper turning,Not Stated,yes,daylight,LOS ANGELES
7190219,0,1,0,1,other,automobile right of way,Bicycle,yes,dark street lights,ORANGE
9224637,1,0,1,0,sideswipe,wrong side of road,Bicycle,no,daylight,LOS ANGELES
82140228,1,0,1,0,hit object,unsafe speed,Bicycle,no,daylight,RIVERSIDE
91419076,0,1,0,1,rear end,wrong side of road,Bicycle,no,dark no street lights,VENTURA
82133768,1,0,1,0,broadside,wrong side of road,Other Vehicle,no,daylight,ORANGE
8664685,1,0,1,0,broadside,traffic signs,Pickup or Panel Truck,not stated,daylight,SAN DIEGO
8349030,1,0,1,0,vehicle/pedestrian,traffic signs,Passenger Car/Station Wagon,yes,daylight,NAPA
8653514,1,0,1,0,other,impeding traffic,Not Stated,no,daylight,SAN DIEGO
8620949,1,0,1,0,sideswipe,unsafe speed,Bicycle,yes,daylight,SAN FRANCISCO
8033301,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
6518534,1,0,1,0,broadside,automobile right of way,Bicycle,no,dusk-dawn,ORANGE
9604907,1,0,1,0,other,improper turning,Bicycle,no,daylight,SANTA BARBARA
8002181,1,0,1,0,broadside,other hazardous violation,Passenger Car/Station Wagon,no,daylight,SONOMA
9537095,1,0,1,0,broadside,automobile right of way,Not Stated,yes,daylight,LOS ANGELES
6609482,1,0,1,0,broadside,unknown,Not Stated,no,daylight,SACRAMENTO
8133365,1,0,1,0,sideswipe,traffic signs,Bicycle,no,daylight,ORANGE
8572836,1,0,1,0,broadside,lights,Bicycle,yes,dark street lights,SAN FRANCISCO
6572124,1,0,1,0,broadside,DUI,Not Stated,yes,daylight,LOS ANGELES
7067414,1,0,1,0,other,following too closely,Bicycle,no,daylight,ORANGE
9172476,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SAN JOAQUIN
81511613,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,LOS ANGELES
82104841,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,LOS ANGELES
8341180,1,0,1,0,other,other hazardous violation,Bicycle,no,daylight,SOLANO
6676556,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,STANISLAUS
6636800,1,0,1,0,other,wrong side of road,Bicycle,no,dark street lights,LOS ANGELES
82264254,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,ORANGE
9626392,1,0,1,0,sideswipe,improper turning,Bicycle,no,daylight,SAN DIEGO
9489444,1,0,1,0,other,unknown,Not Stated,yes,dark street lights,ALAMEDA
8638601,1,0,1,0,rear end,improper turning,Passenger Car/Station Wagon,no,daylight,SANTA CLARA
9641834,0,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,SAN FRANCISCO
9375017,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,LOS ANGELES
8024969,1,0,1,0,other,wrong side of road,Bicycle,no,daylight,KERN
6931863,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,daylight,SAN BERNARDINO
9504763,1,0,1,0,rear end,other hazardous violation,Bicycle,no,daylight,SANTA CLARA
9477941,1,0,1,0,other,unsafe speed,Bicycle,no,daylight,ORANGE
6566761,1,0,1,0,broadside,traffic signs,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
7213544,1,0,1,0,broadside,traffic signs,Not Stated,yes,dark street lights,LOS ANGELES
8427934,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,dark street lights,ORANGE
6560581,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SAN DIEGO
91264261,0,1,0,1,rear end,improper turning,Pickup or Panel Truck,no,daylight,SONOMA
8167900,1,0,1,0,sideswipe,DUI,Passenger Car/Station Wagon,yes,dark street lights,ORANGE
6828367,1,0,1,0,broadside,improper passing,Bicycle,yes,daylight,SANTA CRUZ
8583398,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,daylight,SANTA CLARA
9558701,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,dark street lights,SANTA CLARA
6964169,1,0,1,0,other,improper turning,Other Bus,no,daylight,ALAMEDA
9472786,1,0,1,0,vehicle/pedestrian,wrong side of road,Passenger Car/Station Wagon,yes,daylight,MONTEREY
8149349,1,0,1,0,broadside,automobile right of way,Not Stated,no,daylight,SAN LUIS OBISPO
6937772,1,0,1,0,overturned,unsafe speed,Bicycle,no,daylight,SAN FRANCISCO
8440862,1,0,1,0,broadside,unknown,Not Stated,yes,daylight,LOS ANGELES
8532307,1,0,1,0,broadside,traffic signs,Bicycle,yes,dark street lights,LOS ANGELES
91996895,1,0,1,0,head-on,wrong side of road,Bicycle,no,daylight,ORANGE
6998047,1,0,1,0,other,other hazardous violation,Passenger Car/Station Wagon,not stated,daylight,ALAMEDA
7066106,1,0,1,0,other,improper turning,Bicycle,no,daylight,SACRAMENTO
9401934,1,0,1,0,vehicle/pedestrian,pedestrian right of way,Passenger Car/Station Wagon,no,daylight,SAN BERNARDINO
91033534,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,LOS ANGELES
8124205,1,0,1,0,other,DUI,Bicycle,no,daylight,VENTURA
8505772,1,0,1,0,other,unsafe starting or backing,Not Stated,no,daylight,ORANGE
90274173,0,1,0,1,other,traffic signs,Bicycle,no,daylight,SACRAMENTO
6796118,1,0,1,0,sideswipe,improper turning,Bicycle,no,daylight,LOS ANGELES
82177616,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
6972519,1,0,1,0,sideswipe,unsafe speed,Not Stated,no,daylight,LOS ANGELES
9414280,1,0,1,0,hit object,unsafe speed,Bicycle,no,daylight,ALAMEDA
8050473,1,0,1,0,other,improper turning,Not Stated,yes,dark street lights,RIVERSIDE
82228423,1,0,1,0,broadside,improper passing,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
8445033,1,0,1,0,rear end,following too closely,Passenger Car/Station Wagon,no,daylight,ORANGE
7061898,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,daylight,SAN DIEGO
8760439,1,0,1,0,broadside,improper turning,Bicycle,no,daylight,SANTA CLARA
8870239,1,0,1,0,overturned,automobile right of way,Passenger Car/Station Wagon,yes,daylight,SAN MATEO
6725001,1,0,1,0,broadside,improper turning,Not Stated,no,dark street lights,SANTA BARBARA
8942313,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,SACRAMENTO
6619224,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
6425501,1,0,1,0,other,traffic signs,Passenger Car/Station Wagon,yes,daylight,ALAMEDA
8007863,1,0,2,0,broadside,automobile right of way,Bicycle,no,daylight,SAN DIEGO
90242482,1,0,1,0,sideswipe,other hazardous violation,Passenger Car/Station Wagon,no,daylight,SANTA BARBARA
6637053,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
8412665,1,0,1,0,broadside,unknown,Passenger Car/Station Wagon,no,daylight,SAN DIEGO
8659179,1,0,1,0,hit object,unsafe speed,Bicycle,no,daylight,SAN MATEO
6837255,1,0,1,0,sideswipe,automobile right of way,Not Stated,yes,daylight,SANTA CLARA
6444583,1,0,1,0,rear end,improper passing,Not Stated,no,daylight,LOS ANGELES
6702144,1,0,1,0,broadside,automobile right of way,Not Stated,yes,daylight,CONTRA COSTA
9495616,1,0,1,0,overturned,unsafe speed,Bicycle,no,daylight,SANTA CLARA
8616457,1,0,1,0,broadside,unknown,Bicycle,yes,daylight,LOS ANGELES
91240376,0,1,0,1,rear end,improper passing,Pickup or Panel Truck,no,dark no street lights,BUTTE
7020098,1,0,1,0,broadside,wrong side of road,Bicycle,no,dark street lights,LOS ANGELES
7127586,1,0,1,0,broadside,other hazardous violation,Passenger Car/Station Wagon,yes,daylight,ORANGE
6400010,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
9028999,1,0,1,0,broadside,other hazardous violation,Bicycle,yes,unknown,ALAMEDA
8671178,1,0,1,0,vehicle/pedestrian,improper turning,Passenger Car/Station Wagon,no,dark street lights,RIVERSIDE
81967385,1,0,1,0,unknown,unsafe speed,Other Vehicle,no,dark street lights,ORANGE
6988696,1,0,1,0,other,other than driver or pedestrian,Not Stated,no,daylight,SAN LUIS OBISPO
6666318,1,0,1,0,broadside,unknown,Not Stated,yes,daylight,LOS ANGELES
8775682,1,0,1,0,vehicle/pedestrian,improper turning,Passenger Car/Station Wagon,no,daylight,ALAMEDA
8733390,1,0,1,0,other,automobile right of way,Bicycle,yes,daylight,YOLO
8130139,1,0,1,0,broadside,wrong side of road,Bicycle,yes,dark street lights,LOS ANGELES
9128335,1,0,1,0,broadside,traffic signs,Bicycle,yes,dark street lights,LOS ANGELES
9077364,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,dark street lights,SANTA CLARA
8976664,1,0,2,0,other,automobile right of way,Passenger Car/Station Wagon,yes,daylight,STANISLAUS
91953404,2,0,2,0,rear end,unsafe speed,Bicycle,no,daylight,BUTTE
8976622,1,0,1,0,vehicle/pedestrian,unknown,Passenger Car/Station Wagon,yes,daylight,SAN DIEGO
90227516,1,0,1,0,overturned,other improper driving,Bicycle,no,dark no street lights,STANISLAUS
8148526,1,0,1,0,broadside,improper turning,Pickup or Panel Truck,no,daylight,LOS ANGELES
6994184,1,0,1,0,broadside,wrong side of road,Bicycle,no,dusk-dawn,LOS ANGELES
8822616,1,0,1,0,sideswipe,unknown,Not Stated,no,daylight,ALAMEDA
9619107,1,0,1,0,other,improper turning,Passenger Car/Station Wagon,yes,daylight,SAN MATEO
8600480,1,0,1,0,broadside,improper turning,Bicycle,no,dark street lights,VENTURA
9508441,1,0,1,0,other,unsafe speed,Bicycle,no,daylight,SAN DIEGO
81478257,1,0,1,0,other,unsafe speed,Bicycle,no,daylight,ORANGE
8469548,1,0,1,0,broadside,automobile right of way,Passenger Car with Trailer,yes,daylight,ALAMEDA
7114140,1,0,1,0,broadside,other hazardous violation,Bicycle,no,daylight,LOS ANGELES
9626147,1,0,1,0,other,wrong side of road,Bicycle,no,dark street lights,LOS ANGELES
9392700,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
9052349,1,0,1,0,other,wrong side of road,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
9116271,1,0,1,0,head-on,improper turning,Passenger Car/Station Wagon,yes,daylight,CONTRA COSTA
8869363,1,0,1,0,broadside,automobile right of way,Not Stated,yes,daylight,BUTTE
9520050,0,1,0,1,broadside,unknown,Not Stated,yes,dark street lights,LOS ANGELES
8621724,1,0,1,0,other,automobile right of way,Bicycle,yes,dark street lights,LOS ANGELES
92259924,1,0,1,0,sideswipe,unknown,Pickup or Panel Truck,yes,daylight,SAN DIEGO
6589400,1,0,1,0,other,unknown,Bicycle,no,daylight,SAN MATEO
8395652,1,0,1,0,vehicle/pedestrian,pedestrian right of way,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
8958204,1,0,1,0,other,automobile right of way,Not Stated,yes,daylight,FRESNO
8556872,1,0,1,0,sideswipe,unsafe speed,Bicycle,no,daylight,LOS ANGELES
91250236,1,0,1,0,overturned,unsafe speed,Bicycle,no,daylight,SAN DIEGO
9521384,1,0,1,0,other,unsafe speed,Passenger Car/Station Wagon,yes,dark street lights,SAN JOAQUIN
91735095,1,0,1,0,other,unsafe speed,Bicycle,no,daylight,SANTA CRUZ
6876779,1,0,1,0,other,unsafe speed,Bicycle,no,daylight,SANTA CLARA
90964660,3,0,3,0,sideswipe,improper turning,Not Stated,no,dusk-dawn,SANTA BARBARA
91045719,1,0,1,0,other,unsafe speed,Pickup or Panel Truck,yes,daylight,CONTRA COSTA
6453563,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,STANISLAUS
7170940,1,0,1,0,broadside,wrong side of road,Bicycle,yes,dusk-dawn,ORANGE
9514738,1,0,1,0,broadside,pedestrian right of way,Passenger Car/Station Wagon,yes,daylight,SACRAMENTO
6602899,1,0,1,0,sideswipe,unsafe lane change,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
8292541,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,yes,daylight,SAN FRANCISCO
6927517,1,0,1,0,vehicle/pedestrian,unknown,Not Stated,no,daylight,SANTA CLARA
9579287,1,0,1,0,head-on,wrong side of road,Bicycle,yes,dark no street lights,SAN DIEGO
8196230,1,0,1,0,broadside,pedestrian right of way,Passenger Car/Station Wagon,yes,dark street lights,LOS ANGELES
6794976,1,0,1,0,broadside,pedestrian right of way,Not Stated,yes,daylight,SANTA CLARA
7120447,1,0,1,0,other,unknown,Bicycle,no,daylight,SAN JOAQUIN
6640703,1,0,1,0,other,other improper driving,Bicycle,no,daylight,SAN MATEO
8498513,1,0,1,0,overturned,other than driver or pedestrian,Not Stated,yes,dark street lights,ORANGE
6957046,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
8349673,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,LOS ANGELES
81615517,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,yes,daylight,ORANGE
8982961,1,0,1,0,other,unsafe speed,Bicycle,yes,daylight,SANTA CRUZ
8431196,1,0,1,0,rear end,unsafe starting or backing,Passenger Car/Station Wagon,no,daylight,SONOMA
90497511,1,0,1,0,rear end,improper turning,Passenger Car/Station Wagon,yes,daylight,PLACER
9671637,1,0,1,0,other,automobile right of way,Pickup or Panel Truck,yes,dark street lights,LOS ANGELES
8337074,1,0,1,0,vehicle/pedestrian,unknown,Not Stated,yes,daylight,SANTA CLARA
91504399,1,0,1,0,unknown,wrong side of road,Bicycle,no,daylight,LOS ANGELES
9176734,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
8962541,1,0,1,0,broadside,automobile right of way,Bicycle,yes,daylight,ALAMEDA
8169415,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,SAN BERNARDINO
8200632,1,0,1,0,broadside,brakes,Bicycle,yes,daylight,SANTA CLARA
8576289,1,0,1,0,rear end,following too closely,Bicycle,no,daylight,LOS ANGELES
8730288,1,0,1,0,other,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
9229744,1,0,1,0,hit object,wrong side of road,Bicycle,yes,dark street lights,SAN DIEGO
